"","interval","steps","date"
"2670",335,0,2012-11-16
"2671",335,0,2012-11-17
"2672",335,0,2012-11-18
"2673",335,0,2012-11-19
"2674",335,0,2012-11-20
"2675",335,0,2012-11-21
"2676",335,0,2012-11-22
"2677",335,0,2012-11-23
"2678",335,0,2012-11-24
"2679",335,0,2012-11-25
"2680",335,0,2012-11-26
"2681",335,0,2012-11-27
"2682",335,0,2012-11-28
"2683",335,0,2012-11-29
"2684",335,0.584905660377358,2012-11-30
"2685",340,0.490566037735849,2012-10-01
"2686",340,0,2012-10-02
"2687",340,0,2012-10-03
"2688",340,0,2012-10-04
"2689",340,0,2012-10-05
"2690",340,0,2012-10-06
"2691",340,0,2012-10-07
"2692",340,0.490566037735849,2012-10-08
"2693",340,0,2012-10-09
"2694",340,0,2012-10-10
"2695",340,0,2012-10-11
"2696",340,0,2012-10-12
"2697",340,10,2012-10-13
"2698",340,0,2012-10-14
"2699",340,16,2012-10-15
"2700",340,0,2012-10-16
"2701",340,0,2012-10-17
"2702",340,0,2012-10-18
"2703",340,0,2012-10-19
"2704",340,0,2012-10-20
"2705",340,0,2012-10-21
"2706",340,0,2012-10-22
"2707",340,0,2012-10-23
"2708",340,0,2012-10-24
"2709",340,0,2012-10-25
"2710",340,0,2012-10-26
"2711",340,0,2012-10-27
"2712",340,0,2012-10-28
"2713",340,0,2012-10-29
"2714",340,0,2012-10-30
"2715",340,0,2012-10-31
"2716",340,0.490566037735849,2012-11-01
"2717",340,0,2012-11-02
"2718",340,0,2012-11-03
"2719",340,0.490566037735849,2012-11-04
"2720",340,0,2012-11-05
"2721",340,0,2012-11-06
"2722",340,0,2012-11-07
"2723",340,0,2012-11-08
"2724",340,0.490566037735849,2012-11-09
"2725",340,0.490566037735849,2012-11-10
"2726",340,0,2012-11-11
"2727",340,0,2012-11-12
"2728",340,0,2012-11-13
"2729",340,0.490566037735849,2012-11-14
"2730",340,0,2012-11-15
"2731",340,0,2012-11-16
"2732",340,0,2012-11-17
"2733",340,0,2012-11-18
"2734",340,0,2012-11-19
"2735",340,0,2012-11-20
"2736",340,0,2012-11-21
"2737",340,0,2012-11-22
"2738",340,0,2012-11-23
"2739",340,0,2012-11-24
"2740",340,0,2012-11-25
"2741",340,0,2012-11-26
"2742",340,0,2012-11-27
"2743",340,0,2012-11-28
"2744",340,0,2012-11-29
"2745",340,0.490566037735849,2012-11-30
"2746",345,0.0754716981132075,2012-10-01
"2747",345,0,2012-10-02
"2748",345,0,2012-10-03
"2749",345,0,2012-10-04
"2750",345,0,2012-10-05
"2751",345,0,2012-10-06
"2752",345,0,2012-10-07
"2753",345,0.0754716981132075,2012-10-08
"2754",345,0,2012-10-09
"2755",345,0,2012-10-10
"2756",345,0,2012-10-11
"2757",345,0,2012-10-12
"2758",345,0,2012-10-13
"2759",345,0,2012-10-14
"2760",345,0,2012-10-15
"2761",345,0,2012-10-16
"2762",345,4,2012-10-17
"2763",345,0,2012-10-18
"2764",345,0,2012-10-19
"2765",345,0,2012-10-20
"2766",345,0,2012-10-21
"2767",345,0,2012-10-22
"2768",345,0,2012-10-23
"2769",345,0,2012-10-24
"2770",345,0,2012-10-25
"2771",345,0,2012-10-26
"2772",345,0,2012-10-27
"2773",345,0,2012-10-28
"2774",345,0,2012-10-29
"2775",345,0,2012-10-30
"2776",345,0,2012-10-31
"2777",345,0.0754716981132075,2012-11-01
"2778",345,0,2012-11-02
"2779",345,0,2012-11-03
"2780",345,0.0754716981132075,2012-11-04
"2781",345,0,2012-11-05
"2782",345,0,2012-11-06
"2783",345,0,2012-11-07
"2784",345,0,2012-11-08
"2785",345,0.0754716981132075,2012-11-09
"2786",345,0.0754716981132075,2012-11-10
"2787",345,0,2012-11-11
"2788",345,0,2012-11-12
"2789",345,0,2012-11-13
"2790",345,0.0754716981132075,2012-11-14
"2791",345,0,2012-11-15
"2792",345,0,2012-11-16
"2793",345,0,2012-11-17
"2794",345,0,2012-11-18
"2795",345,0,2012-11-19
"2796",345,0,2012-11-20
"2797",345,0,2012-11-21
"2798",345,0,2012-11-22
"2799",345,0,2012-11-23
"2800",345,0,2012-11-24
"2801",345,0,2012-11-25
"2802",345,0,2012-11-26
"2803",345,0,2012-11-27
"2804",345,0,2012-11-28
"2805",345,0,2012-11-29
"2806",345,0.0754716981132075,2012-11-30
"2807",350,0,2012-10-01
"2808",350,0,2012-10-02
"2809",350,0,2012-10-03
"2810",350,0,2012-10-04
"2811",350,0,2012-10-05
"2812",350,0,2012-10-06
"2813",350,0,2012-10-07
"2814",350,0,2012-10-08
"2815",350,0,2012-10-09
"2816",350,0,2012-10-10
"2817",350,0,2012-10-11
"2818",350,0,2012-10-12
"2819",350,0,2012-10-13
"2820",350,0,2012-10-14
"2821",350,0,2012-10-15
"2822",350,0,2012-10-16
"2823",350,0,2012-10-17
"2824",350,0,2012-10-18
"2825",350,0,2012-10-19
"2826",350,0,2012-10-20
"2827",350,0,2012-10-21
"2828",350,0,2012-10-22
"2829",350,0,2012-10-23
"2830",350,0,2012-10-24
"2831",350,0,2012-10-25
"2832",350,0,2012-10-26
"2833",350,0,2012-10-27
"2834",350,0,2012-10-28
"2835",350,0,2012-10-29
"2836",350,0,2012-10-30
"2837",350,0,2012-10-31
"2838",350,0,2012-11-01
"2839",350,0,2012-11-02
"2840",350,0,2012-11-03
"2841",350,0,2012-11-04
"2842",350,0,2012-11-05
"2843",350,0,2012-11-06
"2844",350,0,2012-11-07
"2845",350,0,2012-11-08
"2846",350,0,2012-11-09
"2847",350,0,2012-11-10
"2848",350,0,2012-11-11
"2849",350,0,2012-11-12
"2850",350,0,2012-11-13
"2851",350,0,2012-11-14
"2852",350,0,2012-11-15
"2853",350,0,2012-11-16
"2854",350,0,2012-11-17
"2855",350,0,2012-11-18
"2856",350,0,2012-11-19
"2857",350,0,2012-11-20
"2858",350,0,2012-11-21
"2859",350,0,2012-11-22
"2860",350,0,2012-11-23
"2861",350,0,2012-11-24
"2862",350,0,2012-11-25
"2863",350,0,2012-11-26
"2864",350,0,2012-11-27
"2865",350,0,2012-11-28
"2866",350,0,2012-11-29
"2867",350,0,2012-11-30
"2868",355,0,2012-10-01
"2869",355,0,2012-10-02
"2870",355,0,2012-10-03
"2871",355,0,2012-10-04
"2872",355,0,2012-10-05
"2873",355,0,2012-10-06
"2874",355,0,2012-10-07
"2875",355,0,2012-10-08
"2876",355,0,2012-10-09
"2877",355,0,2012-10-10
"2878",355,0,2012-10-11
"2879",355,0,2012-10-12
"2880",355,0,2012-10-13
"2881",355,0,2012-10-14
"2882",355,0,2012-10-15
"2883",355,0,2012-10-16
"2884",355,0,2012-10-17
"2885",355,0,2012-10-18
"2886",355,0,2012-10-19
"2887",355,0,2012-10-20
"2888",355,0,2012-10-21
"2889",355,0,2012-10-22
"2890",355,0,2012-10-23
"2891",355,0,2012-10-24
"2892",355,0,2012-10-25
"2893",355,0,2012-10-26
"2894",355,0,2012-10-27
"2895",355,0,2012-10-28
"2896",355,0,2012-10-29
"2897",355,0,2012-10-30
"2898",355,0,2012-10-31
"2899",355,0,2012-11-01
"2900",355,0,2012-11-02
"2901",355,0,2012-11-03
"2902",355,0,2012-11-04
"2903",355,0,2012-11-05
"2904",355,0,2012-11-06
"2905",355,0,2012-11-07
"2906",355,0,2012-11-08
"2907",355,0,2012-11-09
"2908",355,0,2012-11-10
"2909",355,0,2012-11-11
"2910",355,0,2012-11-12
"2911",355,0,2012-11-13
"2912",355,0,2012-11-14
"2913",355,0,2012-11-15
"2914",355,0,2012-11-16
"2915",355,0,2012-11-17
"2916",355,0,2012-11-18
"2917",355,0,2012-11-19
"2918",355,0,2012-11-20
"2919",355,0,2012-11-21
"2920",355,0,2012-11-22
"2921",355,0,2012-11-23
"2922",355,0,2012-11-24
"2923",355,0,2012-11-25
"2924",355,0,2012-11-26
"2925",355,0,2012-11-27
"2926",355,0,2012-11-28
"2927",355,0,2012-11-29
"2928",355,0,2012-11-30
"2929",400,1.18867924528302,2012-10-01
"2930",400,0,2012-10-02
"2931",400,0,2012-10-03
"2932",400,0,2012-10-04
"2933",400,0,2012-10-05
"2934",400,0,2012-10-06
"2935",400,0,2012-10-07
"2936",400,1.18867924528302,2012-10-08
"2937",400,0,2012-10-09
"2938",400,0,2012-10-10
"2939",400,0,2012-10-11
"2940",400,0,2012-10-12
"2941",400,0,2012-10-13
"2942",400,0,2012-10-14
"2943",400,0,2012-10-15
"2944",400,0,2012-10-16
"2945",400,5,2012-10-17
"2946",400,0,2012-10-18
"2947",400,0,2012-10-19
"2948",400,0,2012-10-20
"2949",400,58,2012-10-21
"2950",400,0,2012-10-22
"2951",400,0,2012-10-23
"2952",400,0,2012-10-24
"2953",400,0,2012-10-25
"2954",400,0,2012-10-26
"2955",400,0,2012-10-27
"2956",400,0,2012-10-28
"2957",400,0,2012-10-29
"2958",400,0,2012-10-30
"2959",400,0,2012-10-31
"2960",400,1.18867924528302,2012-11-01
"2961",400,0,2012-11-02
"2962",400,0,2012-11-03
"2963",400,1.18867924528302,2012-11-04
"2964",400,0,2012-11-05
"2965",400,0,2012-11-06
"2966",400,0,2012-11-07
"2967",400,0,2012-11-08
"2968",400,1.18867924528302,2012-11-09
"2969",400,1.18867924528302,2012-11-10
"2970",400,0,2012-11-11
"2971",400,0,2012-11-12
"2972",400,0,2012-11-13
"2973",400,1.18867924528302,2012-11-14
"2974",400,0,2012-11-15
"2975",400,0,2012-11-16
"2976",400,0,2012-11-17
"2977",400,0,2012-11-18
"2978",400,0,2012-11-19
"2979",400,0,2012-11-20
"2980",400,0,2012-11-21
"2981",400,0,2012-11-22
"2982",400,0,2012-11-23
"2983",400,0,2012-11-24
"2984",400,0,2012-11-25
"2985",400,0,2012-11-26
"2986",400,0,2012-11-27
"2987",400,0,2012-11-28
"2988",400,0,2012-11-29
"2989",400,1.18867924528302,2012-11-30
"2990",405,0.943396226415094,2012-10-01
"2991",405,0,2012-10-02
"2992",405,0,2012-10-03
"2993",405,0,2012-10-04
"2994",405,39,2012-10-05
"2995",405,0,2012-10-06
"2996",405,0,2012-10-07
"2997",405,0.943396226415094,2012-10-08
"2998",405,0,2012-10-09
"2999",405,0,2012-10-10
"3000",405,0,2012-10-11
"3001",405,0,2012-10-12
"3002",405,0,2012-10-13
"3003",405,0,2012-10-14
"3004",405,11,2012-10-15
"3005",405,0,2012-10-16
"3006",405,0,2012-10-17
"3007",405,0,2012-10-18
"3008",405,0,2012-10-19
"3009",405,0,2012-10-20
"3010",405,0,2012-10-21
"3011",405,0,2012-10-22
"3012",405,0,2012-10-23
"3013",405,0,2012-10-24
"3014",405,0,2012-10-25
"3015",405,0,2012-10-26
"3016",405,0,2012-10-27
"3017",405,0,2012-10-28
"3018",405,0,2012-10-29
"3019",405,0,2012-10-30
"3020",405,0,2012-10-31
"3021",405,0.943396226415094,2012-11-01
"3022",405,0,2012-11-02
"3023",405,0,2012-11-03
"3024",405,0.943396226415094,2012-11-04
"3025",405,0,2012-11-05
"3026",405,0,2012-11-06
"3027",405,0,2012-11-07
"3028",405,0,2012-11-08
"3029",405,0.943396226415094,2012-11-09
"3030",405,0.943396226415094,2012-11-10
"3031",405,0,2012-11-11
"3032",405,0,2012-11-12
"3033",405,0,2012-11-13
"3034",405,0.943396226415094,2012-11-14
"3035",405,0,2012-11-15
"3036",405,0,2012-11-16
"3037",405,0,2012-11-17
"3038",405,0,2012-11-18
"3039",405,0,2012-11-19
"3040",405,0,2012-11-20
"3041",405,0,2012-11-21
"3042",405,0,2012-11-22
"3043",405,0,2012-11-23
"3044",405,0,2012-11-24
"3045",405,0,2012-11-25
"3046",405,0,2012-11-26
"3047",405,0,2012-11-27
"3048",405,0,2012-11-28
"3049",405,0,2012-11-29
"3050",405,0.943396226415094,2012-11-30
"3051",410,2.56603773584906,2012-10-01
"3052",410,0,2012-10-02
"3053",410,4,2012-10-03
"3054",410,0,2012-10-04
"3055",410,0,2012-10-05
"3056",410,0,2012-10-06
"3057",410,0,2012-10-07
"3058",410,2.56603773584906,2012-10-08
"3059",410,57,2012-10-09
"3060",410,0,2012-10-10
"3061",410,0,2012-10-11
"3062",410,0,2012-10-12
"3063",410,0,2012-10-13
"3064",410,0,2012-10-14
"3065",410,24,2012-10-15
"3066",410,0,2012-10-16
"3067",410,0,2012-10-17
"3068",410,0,2012-10-18
"3069",410,0,2012-10-19
"3070",410,51,2012-10-20
"3071",410,0,2012-10-21
"3072",410,0,2012-10-22
"3073",410,0,2012-10-23
"3074",410,0,2012-10-24
"3075",410,0,2012-10-25
"3076",410,0,2012-10-26
"3077",410,0,2012-10-27
"3078",410,0,2012-10-28
"3079",410,0,2012-10-29
"3080",410,0,2012-10-30
"3081",410,0,2012-10-31
"3082",410,2.56603773584906,2012-11-01
"3083",410,0,2012-11-02
"3084",410,0,2012-11-03
"3085",410,2.56603773584906,2012-11-04
"3086",410,0,2012-11-05
"3087",410,0,2012-11-06
"3088",410,0,2012-11-07
"3089",410,0,2012-11-08
"3090",410,2.56603773584906,2012-11-09
"3091",410,2.56603773584906,2012-11-10
"3092",410,0,2012-11-11
"3093",410,0,2012-11-12
"3094",410,0,2012-11-13
"3095",410,2.56603773584906,2012-11-14
"3096",410,0,2012-11-15
"3097",410,0,2012-11-16
"3098",410,0,2012-11-17
"3099",410,0,2012-11-18
"3100",410,0,2012-11-19
"3101",410,0,2012-11-20
"3102",410,0,2012-11-21
"3103",410,0,2012-11-22
"3104",410,0,2012-11-23
"3105",410,0,2012-11-24
"3106",410,0,2012-11-25
"3107",410,0,2012-11-26
"3108",410,0,2012-11-27
"3109",410,0,2012-11-28
"3110",410,0,2012-11-29
"3111",410,2.56603773584906,2012-11-30
"3112",415,0,2012-10-01
"3113",415,0,2012-10-02
"3114",415,0,2012-10-03
"3115",415,0,2012-10-04
"3116",415,0,2012-10-05
"3117",415,0,2012-10-06
"3118",415,0,2012-10-07
"3119",415,0,2012-10-08
"3120",415,0,2012-10-09
"3121",415,0,2012-10-10
"3122",415,0,2012-10-11
"3123",415,0,2012-10-12
"3124",415,0,2012-10-13
"3125",415,0,2012-10-14
"3126",415,0,2012-10-15
"3127",415,0,2012-10-16
"3128",415,0,2012-10-17
"3129",415,0,2012-10-18
"3130",415,0,2012-10-19
"3131",415,0,2012-10-20
"3132",415,0,2012-10-21
"3133",415,0,2012-10-22
"3134",415,0,2012-10-23
"3135",415,0,2012-10-24
"3136",415,0,2012-10-25
"3137",415,0,2012-10-26
"3138",415,0,2012-10-27
"3139",415,0,2012-10-28
"3140",415,0,2012-10-29
"3141",415,0,2012-10-30
"3142",415,0,2012-10-31
"3143",415,0,2012-11-01
"3144",415,0,2012-11-02
"3145",415,0,2012-11-03
"3146",415,0,2012-11-04
"3147",415,0,2012-11-05
"3148",415,0,2012-11-06
"3149",415,0,2012-11-07
"3150",415,0,2012-11-08
"3151",415,0,2012-11-09
"3152",415,0,2012-11-10
"3153",415,0,2012-11-11
"3154",415,0,2012-11-12
"3155",415,0,2012-11-13
"3156",415,0,2012-11-14
"3157",415,0,2012-11-15
"3158",415,0,2012-11-16
"3159",415,0,2012-11-17
"3160",415,0,2012-11-18
"3161",415,0,2012-11-19
"3162",415,0,2012-11-20
"3163",415,0,2012-11-21
"3164",415,0,2012-11-22
"3165",415,0,2012-11-23
"3166",415,0,2012-11-24
"3167",415,0,2012-11-25
"3168",415,0,2012-11-26
"3169",415,0,2012-11-27
"3170",415,0,2012-11-28
"3171",415,0,2012-11-29
"3172",415,0,2012-11-30
"3173",420,0.339622641509434,2012-10-01
"3174",420,0,2012-10-02
"3175",420,0,2012-10-03
"3176",420,0,2012-10-04
"3177",420,0,2012-10-05
"3178",420,0,2012-10-06
"3179",420,0,2012-10-07
"3180",420,0.339622641509434,2012-10-08
"3181",420,0,2012-10-09
"3182",420,0,2012-10-10
"3183",420,0,2012-10-11
"3184",420,0,2012-10-12
"3185",420,0,2012-10-13
"3186",420,0,2012-10-14
"3187",420,0,2012-10-15
"3188",420,0,2012-10-16
"3189",420,0,2012-10-17
"3190",420,9,2012-10-18
"3191",420,9,2012-10-19
"3192",420,0,2012-10-20
"3193",420,0,2012-10-21
"3194",420,0,2012-10-22
"3195",420,0,2012-10-23
"3196",420,0,2012-10-24
"3197",420,0,2012-10-25
"3198",420,0,2012-10-26
"3199",420,0,2012-10-27
"3200",420,0,2012-10-28
"3201",420,0,2012-10-29
"3202",420,0,2012-10-30
"3203",420,0,2012-10-31
"3204",420,0.339622641509434,2012-11-01
"3205",420,0,2012-11-02
"3206",420,0,2012-11-03
"3207",420,0.339622641509434,2012-11-04
"3208",420,0,2012-11-05
"3209",420,0,2012-11-06
"3210",420,0,2012-11-07
"3211",420,0,2012-11-08
"3212",420,0.339622641509434,2012-11-09
"3213",420,0.339622641509434,2012-11-10
"3214",420,0,2012-11-11
"3215",420,0,2012-11-12
"3216",420,0,2012-11-13
"3217",420,0.339622641509434,2012-11-14
"3218",420,0,2012-11-15
"3219",420,0,2012-11-16
"3220",420,0,2012-11-17
"3221",420,0,2012-11-18
"3222",420,0,2012-11-19
"3223",420,0,2012-11-20
"3224",420,0,2012-11-21
"3225",420,0,2012-11-22
"3226",420,0,2012-11-23
"3227",420,0,2012-11-24
"3228",420,0,2012-11-25
"3229",420,0,2012-11-26
"3230",420,0,2012-11-27
"3231",420,0,2012-11-28
"3232",420,0,2012-11-29
"3233",420,0.339622641509434,2012-11-30
"3234",425,0.358490566037736,2012-10-01
"3235",425,0,2012-10-02
"3236",425,0,2012-10-03
"3237",425,0,2012-10-04
"3238",425,0,2012-10-05
"3239",425,19,2012-10-06
"3240",425,0,2012-10-07
"3241",425,0.358490566037736,2012-10-08
"3242",425,0,2012-10-09
"3243",425,0,2012-10-10
"3244",425,0,2012-10-11
"3245",425,0,2012-10-12
"3246",425,0,2012-10-13
"3247",425,0,2012-10-14
"3248",425,0,2012-10-15
"3249",425,0,2012-10-16
"3250",425,0,2012-10-17
"3251",425,0,2012-10-18
"3252",425,0,2012-10-19
"3253",425,0,2012-10-20
"3254",425,0,2012-10-21
"3255",425,0,2012-10-22
"3256",425,0,2012-10-23
"3257",425,0,2012-10-24
"3258",425,0,2012-10-25
"3259",425,0,2012-10-26
"3260",425,0,2012-10-27
"3261",425,0,2012-10-28
"3262",425,0,2012-10-29
"3263",425,0,2012-10-30
"3264",425,0,2012-10-31
"3265",425,0.358490566037736,2012-11-01
"3266",425,0,2012-11-02
"3267",425,0,2012-11-03
"3268",425,0.358490566037736,2012-11-04
"3269",425,0,2012-11-05
"3270",425,0,2012-11-06
"3271",425,0,2012-11-07
"3272",425,0,2012-11-08
"3273",425,0.358490566037736,2012-11-09
"3274",425,0.358490566037736,2012-11-10
"3275",425,0,2012-11-11
"3276",425,0,2012-11-12
"3277",425,0,2012-11-13
"3278",425,0.358490566037736,2012-11-14
"3279",425,0,2012-11-15
"3280",425,0,2012-11-16
"3281",425,0,2012-11-17
"3282",425,0,2012-11-18
"3283",425,0,2012-11-19
"3284",425,0,2012-11-20
"3285",425,0,2012-11-21
"3286",425,0,2012-11-22
"3287",425,0,2012-11-23
"3288",425,0,2012-11-24
"3289",425,0,2012-11-25
"3290",425,0,2012-11-26
"3291",425,0,2012-11-27
"3292",425,0,2012-11-28
"3293",425,0,2012-11-29
"3294",425,0.358490566037736,2012-11-30
"3295",430,4.11320754716981,2012-10-01
"3296",430,0,2012-10-02
"3297",430,36,2012-10-03
"3298",430,0,2012-10-04
"3299",430,0,2012-10-05
"3300",430,67,2012-10-06
"3301",430,0,2012-10-07
"3302",430,4.11320754716981,2012-10-08
"3303",430,0,2012-10-09
"3304",430,0,2012-10-10
"3305",430,0,2012-10-11
"3306",430,48,2012-10-12
"3307",430,24,2012-10-13
"3308",430,0,2012-10-14
"3309",430,0,2012-10-15
"3310",430,0,2012-10-16
"3311",430,43,2012-10-17
"3312",430,0,2012-10-18
"3313",430,0,2012-10-19
"3314",430,0,2012-10-20
"3315",430,0,2012-10-21
"3316",430,0,2012-10-22
"3317",430,0,2012-10-23
"3318",430,0,2012-10-24
"3319",430,0,2012-10-25
"3320",430,0,2012-10-26
"3321",430,0,2012-10-27
"3322",430,0,2012-10-28
"3323",430,0,2012-10-29
"3324",430,0,2012-10-30
"3325",430,0,2012-10-31
"3326",430,4.11320754716981,2012-11-01
"3327",430,0,2012-11-02
"3328",430,0,2012-11-03
"3329",430,4.11320754716981,2012-11-04
"3330",430,0,2012-11-05
"3331",430,0,2012-11-06
"3332",430,0,2012-11-07
"3333",430,0,2012-11-08
"3334",430,4.11320754716981,2012-11-09
"3335",430,4.11320754716981,2012-11-10
"3336",430,0,2012-11-11
"3337",430,0,2012-11-12
"3338",430,0,2012-11-13
"3339",430,4.11320754716981,2012-11-14
"3340",430,0,2012-11-15
"3341",430,0,2012-11-16
"3342",430,0,2012-11-17
"3343",430,0,2012-11-18
"3344",430,0,2012-11-19
"3345",430,0,2012-11-20
"3346",430,0,2012-11-21
"3347",430,0,2012-11-22
"3348",430,0,2012-11-23
"3349",430,0,2012-11-24
"3350",430,0,2012-11-25
"3351",430,0,2012-11-26
"3352",430,0,2012-11-27
"3353",430,0,2012-11-28
"3354",430,0,2012-11-29
"3355",430,4.11320754716981,2012-11-30
"3356",435,0.660377358490566,2012-10-01
"3357",435,0,2012-10-02
"3358",435,0,2012-10-03
"3359",435,0,2012-10-04
"3360",435,0,2012-10-05
"3361",435,0,2012-10-06
"3362",435,0,2012-10-07
"3363",435,0.660377358490566,2012-10-08
"3364",435,0,2012-10-09
"3365",435,0,2012-10-10
"3366",435,0,2012-10-11
"3367",435,0,2012-10-12
"3368",435,29,2012-10-13
"3369",435,0,2012-10-14
"3370",435,0,2012-10-15
"3371",435,0,2012-10-16
"3372",435,0,2012-10-17
"3373",435,0,2012-10-18
"3374",435,0,2012-10-19
"3375",435,0,2012-10-20
"3376",435,0,2012-10-21
"3377",435,0,2012-10-22
"3378",435,0,2012-10-23
"3379",435,0,2012-10-24
"3380",435,0,2012-10-25
"3381",435,6,2012-10-26
"3382",435,0,2012-10-27
"3383",435,0,2012-10-28
"3384",435,0,2012-10-29
"3385",435,0,2012-10-30
"3386",435,0,2012-10-31
"3387",435,0.660377358490566,2012-11-01
"3388",435,0,2012-11-02
"3389",435,0,2012-11-03
"3390",435,0.660377358490566,2012-11-04
"3391",435,0,2012-11-05
"3392",435,0,2012-11-06
"3393",435,0,2012-11-07
"3394",435,0,2012-11-08
"3395",435,0.660377358490566,2012-11-09
"3396",435,0.660377358490566,2012-11-10
"3397",435,0,2012-11-11
"3398",435,0,2012-11-12
"3399",435,0,2012-11-13
"3400",435,0.660377358490566,2012-11-14
"3401",435,0,2012-11-15
"3402",435,0,2012-11-16
"3403",435,0,2012-11-17
"3404",435,0,2012-11-18
"3405",435,0,2012-11-19
"3406",435,0,2012-11-20
"3407",435,0,2012-11-21
"3408",435,0,2012-11-22
"3409",435,0,2012-11-23
"3410",435,0,2012-11-24
"3411",435,0,2012-11-25
"3412",435,0,2012-11-26
"3413",435,0,2012-11-27
"3414",435,0,2012-11-28
"3415",435,0,2012-11-29
"3416",435,0.660377358490566,2012-11-30
"3417",440,3.49056603773585,2012-10-01
"3418",440,0,2012-10-02
"3419",440,0,2012-10-03
"3420",440,0,2012-10-04
"3421",440,0,2012-10-05
"3422",440,0,2012-10-06
"3423",440,36,2012-10-07
"3424",440,3.49056603773585,2012-10-08
"3425",440,0,2012-10-09
"3426",440,0,2012-10-10
"3427",440,139,2012-10-11
"3428",440,0,2012-10-12
"3429",440,0,2012-10-13
"3430",440,0,2012-10-14
"3431",440,0,2012-10-15
"3432",440,0,2012-10-16
"3433",440,0,2012-10-17
"3434",440,0,2012-10-18
"3435",440,0,2012-10-19
"3436",440,0,2012-10-20
"3437",440,0,2012-10-21
"3438",440,0,2012-10-22
"3439",440,0,2012-10-23
"3440",440,0,2012-10-24
"3441",440,0,2012-10-25
"3442",440,10,2012-10-26
"3443",440,0,2012-10-27
"3444",440,0,2012-10-28
"3445",440,0,2012-10-29
"3446",440,0,2012-10-30
"3447",440,0,2012-10-31
"3448",440,3.49056603773585,2012-11-01
"3449",440,0,2012-11-02
"3450",440,0,2012-11-03
"3451",440,3.49056603773585,2012-11-04
"3452",440,0,2012-11-05
"3453",440,0,2012-11-06
"3454",440,0,2012-11-07
"3455",440,0,2012-11-08
"3456",440,3.49056603773585,2012-11-09
"3457",440,3.49056603773585,2012-11-10
"3458",440,0,2012-11-11
"3459",440,0,2012-11-12
"3460",440,0,2012-11-13
"3461",440,3.49056603773585,2012-11-14
"3462",440,0,2012-11-15
"3463",440,0,2012-11-16
"3464",440,0,2012-11-17
"3465",440,0,2012-11-18
"3466",440,0,2012-11-19
"3467",440,0,2012-11-20
"3468",440,0,2012-11-21
"3469",440,0,2012-11-22
"3470",440,0,2012-11-23
"3471",440,0,2012-11-24
"3472",440,0,2012-11-25
"3473",440,0,2012-11-26
"3474",440,0,2012-11-27
"3475",440,0,2012-11-28
"3476",440,0,2012-11-29
"3477",440,3.49056603773585,2012-11-30
"3478",445,0.830188679245283,2012-10-01
"3479",445,0,2012-10-02
"3480",445,0,2012-10-03
"3481",445,0,2012-10-04
"3482",445,0,2012-10-05
"3483",445,0,2012-10-06
"3484",445,0,2012-10-07
"3485",445,0.830188679245283,2012-10-08
"3486",445,0,2012-10-09
"3487",445,0,2012-10-10
"3488",445,15,2012-10-11
"3489",445,0,2012-10-12
"3490",445,9,2012-10-13
"3491",445,0,2012-10-14
"3492",445,0,2012-10-15
"3493",445,0,2012-10-16
"3494",445,0,2012-10-17
"3495",445,0,2012-10-18
"3496",445,0,2012-10-19
"3497",445,0,2012-10-20
"3498",445,0,2012-10-21
"3499",445,0,2012-10-22
"3500",445,0,2012-10-23
"3501",445,0,2012-10-24
"3502",445,0,2012-10-25
"3503",445,20,2012-10-26
"3504",445,0,2012-10-27
"3505",445,0,2012-10-28
"3506",445,0,2012-10-29
"3507",445,0,2012-10-30
"3508",445,0,2012-10-31
"3509",445,0.830188679245283,2012-11-01
"3510",445,0,2012-11-02
"3511",445,0,2012-11-03
"3512",445,0.830188679245283,2012-11-04
"3513",445,0,2012-11-05
"3514",445,0,2012-11-06
"3515",445,0,2012-11-07
"3516",445,0,2012-11-08
"3517",445,0.830188679245283,2012-11-09
"3518",445,0.830188679245283,2012-11-10
"3519",445,0,2012-11-11
"3520",445,0,2012-11-12
"3521",445,0,2012-11-13
"3522",445,0.830188679245283,2012-11-14
"3523",445,0,2012-11-15
"3524",445,0,2012-11-16
"3525",445,0,2012-11-17
"3526",445,0,2012-11-18
"3527",445,0,2012-11-19
"3528",445,0,2012-11-20
"3529",445,0,2012-11-21
"3530",445,0,2012-11-22
"3531",445,0,2012-11-23
"3532",445,0,2012-11-24
"3533",445,0,2012-11-25
"3534",445,0,2012-11-26
"3535",445,0,2012-11-27
"3536",445,0,2012-11-28
"3537",445,0,2012-11-29
"3538",445,0.830188679245283,2012-11-30
"3539",450,3.11320754716981,2012-10-01
"3540",450,0,2012-10-02
"3541",450,0,2012-10-03
"3542",450,0,2012-10-04
"3543",450,0,2012-10-05
"3544",450,0,2012-10-06
"3545",450,0,2012-10-07
"3546",450,3.11320754716981,2012-10-08
"3547",450,0,2012-10-09
"3548",450,0,2012-10-10
"3549",450,0,2012-10-11
"3550",450,0,2012-10-12
"3551",450,33,2012-10-13
"3552",450,45,2012-10-14
"3553",450,0,2012-10-15
"3554",450,0,2012-10-16
"3555",450,0,2012-10-17
"3556",450,68,2012-10-18
"3557",450,5,2012-10-19
"3558",450,0,2012-10-20
"3559",450,0,2012-10-21
"3560",450,0,2012-10-22
"3561",450,0,2012-10-23
"3562",450,0,2012-10-24
"3563",450,0,2012-10-25
"3564",450,14,2012-10-26
